group,n,pct_white,pct_black,pct_hispanic,pct_other,mean_age,pct_female,pct_dem
Matched Voters (L2-Twitter),969995,0.727278388921286,0.09812316350274873,0.11993409841077525,0.05466434916518992,41.85067242387442,0.3777019469172522,0.4729189325718174
Duplicated Matched Voters (L2-Twitter),1292738,0.3783804865264148,0.18938914703044477,0.3927678590232499,0.03946250741989053,45.288375690297286,0.2575127976301144,0.5514713731630075
